test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
35,19,19,6881,Que significa aquest senyal?,Zona d’estacionament amb durada limitada.,Estacionament prohibit.,Parada prohibida.,1,Zona d’estacionament amb durada limitada.,present,,images/c491ad4695f8_171-6881.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6881.jpg
35,20,20,6869,Que significa aquest senyal?,Circulació prohibida als vehicles amb portaequipatges al sostre.,"Atenció als vehicles amb portaequipatges, tram d’altura limitada.",Circulació prohibida als vehicles que transportin matèries explosives o inflamables.,3,Circulació prohibida als vehicles que transportin matèries explosives o inflamables.,present,,images/0faf2e65ff96_171-6869.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6869.jpg
35,21,21,6896,Que significa aquest senyal?,Perill indeterminat (bus elèctric),Encreuament amb tramvia.,Pas a nivell sense barreres (via electrificada).,2,Encreuament amb tramvia.,present,,images/fdbcc3a4d077_171-6896.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6896.jpg
35,22,22,6891,Que significa aquest semàfor?,Alto.,Vìa lliure endevant i a la dreta.,"Alto a l’esquerra, permès seguir endavant i a la dreta cedin el pas.",3,"Alto a l’esquerra, permès seguir endavant i a la dreta cedin el pas.",present,,images/857f3e85d985_171-6891.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6891.jpg
35,23,23,6899,"En els passos de vianants, el conductor te l’obligació de:",Parar-se davant de línia transversal.,No ultrapassar la línia transversal quan passin vianants.,Te l’obligació de cedir el pas a altres vehicles.,2,No ultrapassar la línia transversal quan passin vianants.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
35,24,24,6901,Que significa aquest senyal?,Obstrucció a la calçada.,"Perill,visibilitat reduida.","Perill, congestió.",3,"Perill, congestió.",present,,images/e389ebf5cae9_171-6901.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6901.jpg
35,25,25,6887,Quin significat te aquest senyal?,Autoritzada la circulació paralel.la per automóbils.,Pas prohibit per automóbils.,Avançament prohibit.,3,Avançament prohibit.,present,,images/902337a1b79e_171-6887.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6887.jpg
35,26,26,6870,La posició dels llums d’aquest semàfor:,Permeten avançar solament als automòbils que giren a l’esquerra.,No permeten avançar a la dreta i a l’esquerra.,Permeten avançar a la dreta i a l’esquerra.,1,Permeten avançar solament als automòbils que giren a l’esquerra.,present,,images/093b5b2ed682_171-6870.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6870.jpg
35,27,27,6898,"A partir del punt en el qual hi ha aquest senyal i fins a la próxima intersecció,és prohibeix:",Estacionar en l’encreuament.,La parada.,L’estacionament i s’autoritza la parada fins a la propera intersecció.,2,La parada.,present,,images/7b1cab32c68c_171-6898.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6898.jpg
35,28,28,6871,Aquest senyal indica:,Pròxim entroncament que te prioritat.,"Entroncament,incorporació a la dreta d’una carretera no preferent.",Que no es pot girar a la dreta.,2,"Entroncament,incorporació a la dreta d’una carretera no preferent.",present,,images/cf37bd96c74a_171-6871.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6871.jpg
35,29,29,6876,"Que indica aquest senyal pel conductor de l’automòbil, que pretén avançar al camió?",Que només pot avançar al camió per la dreta.,Que no pot avançar al camió perque el senyal ho prohibeix.,"Que pot avançar el camió que el precedeix,perque el senyal solament prohibeix que els camions avancin altres vehicles.",3,"Que pot avançar el camió que el precedeix,perque el senyal solament prohibeix que els camions avancin altres vehicles.",present,,images/f34f049d7dea_171-6876.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6876.jpg
35,30,30,6908,Que indica aquest senyal utilitzat manualment?,Circulació prohibida.,Parada.,Direcció prohibida.,2,Parada.,present,,images/44f6239fc0ab_171-6908.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6908.jpg
35,31,31,6883,Que significa aquest senyal?,Circulació prohibida.,Perill en general.,Cediu el pas.,3,Cediu el pas.,present,,images/4a1262cf2b22_171-6883.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6883.jpg
35,32,32,6880,Que significa aquest senyal?,Direcció prohibida,Circulació prohibida.,Parada obligatòria.,3,Parada obligatòria.,present,,images/1270c9a931fb_171-6880.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6880.jpg
35,33,33,6894,Que significa aquest senyal?,Pas perillós.,Situació de pas a nivell sense barreres (doble vìa).,Aproximació a pas a nivell o pont móbil.,2,Situació de pas a nivell sense barreres (doble vìa).,present,,images/4ff631bae9e8_171-6894.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6894.jpg
35,34,34,6903,Que ens indica l’agent en aquesta posició?,Possibilitat de girar cap a l’esquerra.,"Aturar-se els vehicles que s’apropen per darrera, vers l’agent de circulació.",Aturar-se els vehicles que s’aproximen per la dreta de l’agent de circulació.,2,"Aturar-se els vehicles que s’apropen per darrera, vers l’agent de circulació.",present,,images/6752d83616f6_171-6903.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6903.jpg
35,35,35,6877,Que indica aquest senyal?,Vehicle que transporta matèries inflamables.,Vehicle que supera els 3500kgs de tara.,Precaució per vehicle amb remolc.,3,Precaució per vehicle amb remolc.,present,,images/52b584c8ba28_171-6877.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6877.jpg
35,36,36,6875,Que indica aquest senyal?,M’indica el límit de la calçada per l’esquerra.,M’indica el lìmit de la calçada per la dreta.,M’indica la proximitat d’un pont móbil.,2,M’indica el lìmit de la calçada per la dreta.,present,,images/fadd9ca9877f_171-6875.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6875.jpg
35,37,37,6874,Que significa aquest senyal?,Parada d’autobus.,Estacionament per a autobusos.,Carril reservat per a autobusos.,3,Carril reservat per a autobusos.,present,,images/816f953c9f53_171-6874.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6874.jpg
35,38,38,6902,Que indica aquest senyal?,Entrada a població.,Direcció d’interés general.,Informació d’àmbit comunal.,1,Entrada a població.,present,,images/c2ef9d6a2ae2_171-6902.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6902.jpg
35,39,39,6893,Que significa aquest senyal?,Pas obligatori.,Direcció obligatòria,Senyal de posició d’una desviació o d’un estrenyiment temporal.,3,Senyal de posició d’una desviació o d’un estrenyiment temporal.,present,,images/d0d11628425b_171-6893.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6893.jpg
35,40,40,6905,Que prohibeix aquest senyal?,"Aquest senyal no prohibeix res, no és de prohibició.",A girar a l’esquerra.,A avançar a tot tipus de vehicles.,2,A girar a l’esquerra.,present,,images/6a6681a13b0a_171-6905.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/171-6905.jpg
36,1,1,6928,Aquest senyal indica:,Aparcament permès en doble fila.,Prohibició de circular en doble fila.,Circulació paral.lela,3,Circulació paral.lela,present,,images/c2149359ad4d_172-6928.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6928.jpg
36,2,2,6934,Que indica aquest senyal?,Fi de prioritat per a camions.,Circulació prohibida a vehicles que transporten matèries contaminants de l'aigua.,Circulació prohibida a vehicles que transporten matèries perilloses.,2,Circulació prohibida a vehicles que transporten matèries contaminants de l'aigua.,present,,images/96331491e5ee_172-6934.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6934.jpg
36,3,3,6918,Que indica un semàfor quan els llums son vermells alternativament intermitents?,Prohibició temporal de pas.,"Carrer tancat al trànsit, direcció prohibida..",Prohibit circular cap endevant i cap a la dreta.,1,Prohibició temporal de pas.,present,,images/053f053d12f6_172-6918.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6918.jpg
36,4,4,6930,Aquest senyal indica;,L'obligació de circular com a mínim a 70 quilòmetres per hora.,L'obligació de no passar la velocitat de 70 quilòmetres per hora.,La velocitat màxima aconsellable.,3,La velocitat màxima aconsellable.,present,,images/c5ad48fbc9c1_172-6930.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6930.jpg
36,5,5,6939,El senyal de la fotografia l'hi indica que…,Trobarà un carril d'incorporació per l'esquerra.,El carril de l'esquerra deixa de ser utilitzable.,La calçada passarà de tenir dos carrils a tenir-ne tres.,2,El carril de l'esquerra deixa de ser utilitzable.,present,,images/5766fe4cb169_172-6939.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6939.jpg
36,6,6,6938,Que indica aquest senyal?,Parada de taxi.,Carretera tallada.,Zona de frenada d'emergència.,1,Parada de taxi.,present,,images/6e57865e6de8_172-6938.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6938.jpg
36,7,7,6940,"Quan el semàfor s'encengui la llum verda, el conductor del vehicle vermell que s'observa en la fotografia podrà…",Seguir de front o girar a la dreta.,Seguir de front únicament.,Seguir de front o girar a l'esquerra.,1,Seguir de front o girar a la dreta.,present,,images/d6d09a43e2d7_172-6940.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6940.jpg
36,8,8,6913,On trobem aquest senyal?,A la proximitat d'un pas a nivell sense barreres.,A la proximitat d'una via tancada al trànsit.,A la proximitat d'una cruïlla.,3,A la proximitat d'una cruïlla.,present,,images/498252c6a3f2_172-6913.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6913.jpg
36,9,9,6922,Que indica aquest senyal?,Calçada reservada per a animals de montura.,Calçada aconsellable per a animals de transport agrícola.,Calçada obligatòria per a vehicles de tracció animal.,3,Calçada obligatòria per a vehicles de tracció animal.,present,,images/1233874487fe_172-6922.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6922.jpg
36,10,10,6937,Que mana aquest agent de circulació?,Parar a la vora.,Parar als que venen per darrere.,Parar als que venen pels costats.,1,Parar a la vora.,present,,images/b81cf5c7f796_172-6937.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6937.jpg
36,11,11,6924,"Quan un senyal d'un agent està en contradicció amb un altre senyal de qualsevol tipus, quin hem d'obeir?","El de l'agent, si l'altre es un semàfor, però no si es tracta d'un altre senyal.",Sempre ha de prevaler el de l'agent.,A la ciutat prevalen els semàfors i els altres senyals i a la carretera prevalen els dels agents.,2,Sempre ha de prevaler el de l'agent.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
36,12,12,6912,Que indica aquest senyal?,Calçada lliscant.,Perill inminent indefinit.,Perill per obstrucció de la calçada per vehicle motoritzat.,3,Perill per obstrucció de la calçada per vehicle motoritzat.,present,,images/57001c911745_172-6912.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6912.jpg
36,13,13,6914,Aquest senyal d'orientació indica…,Confirmació de ruta.,Direcció pròpia.,Direcció estimada.,1,Confirmació de ruta.,present,,images/46a11e965bb3_172-6914.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6914.jpg
36,14,14,6911,Que indica l'agent de circulació?,Parar als vehicles que s'atansen per darrere.,Parar als vehicles que s'atansen per devant.,Parar tocant la vora.,3,Parar tocant la vora.,present,,images/5ad53d99f727_172-6911.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6911.jpg
36,15,15,6941,"Tenint en compte que no existeix cap altra senyalització que la que observa en la fotografia, que ha de fer quan arribi a la glorieta que personalitza el senyal?","Continuar la marxa sense cedir el pas, perque circulo per una via preferent.",Cedir el pas als vehicles que es trobin dintre de la via circular.,Cap de les respostes anteriors és correcta.,2,Cedir el pas als vehicles que es trobin dintre de la via circular.,present,,images/eb8d24b00deb_172-6941.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6941.jpg
36,16,16,6910,Que indica aquest senyal?,Calçada reservada a ciclistes.,Circulació obligatòria a ciclistes.,Perill ciclistes.,3,Perill ciclistes.,present,,images/186e032461b5_172-6910.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6910.jpg
36,17,17,6919,Que indica aquest senyal?,Volta permesa.,"Carretera principal, desviació a 300m.","Canvi de sentit a diferent nivell, a 33m.",1,Volta permesa.,present,,images/7f9df63c45be_172-6919.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6919.jpg
36,18,18,6942,Aquest senyal indica…,Un encreuament normal.,Un encreuament normal amb prioritat a l'esquerra.,Pas a nivell sense barreres.,1,Un encreuament normal.,present,,images/e98bb4b03621_172-6942.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6942.jpg
36,19,19,6932,Que indica aquest senyal?,Perill indefinit.,Cediu el pas.,Situació de perill.,3,Situació de perill.,present,,images/8fdbf0944d65_172-6932.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6932.jpg
36,20,20,6947,Que significa aquest senyal?,Limitació de pes total.,Pes limitat per eix.,"Entrada prohibida a vehicles de remolc, que no sigui un semiremolc o un remolc d'un sol eix.",3,"Entrada prohibida a vehicles de remolc, que no sigui un semiremolc o un remolc d'un sol eix.",present,,images/723193ae047d_172-6947.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6947.jpg
36,21,21,6933,Que indica aquest senyal?,Vehicle autoritzat per sobrepassar el pes o les dimensions màximes.,Prioritat.,Precaució per vehicle amb remolc.,2,Prioritat.,present,,images/993e560325c9_172-6933.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6933.jpg
36,22,22,6944,Que significa aquest senyal?,Estacionament per a usuaris de parcs naturals.,Parc d'atraccions.,Area de descans.,3,Area de descans.,present,,images/56cc8ab2fe27_172-6944.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6944.jpg
36,23,23,6909,Que indica aquest senyal?,Lloc de socors,Hospital.,Base d'ambulàncies.,1,Lloc de socors,present,,images/e70c39848469_172-6909.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6909.jpg
36,24,24,6917,Que indica aquest senyal?,Estacionament prohibit a l'entorn de l'hospital.,Estacionament reservat a les ambulàncies.,Estacionament reservat als malalts i visitants.,2,Estacionament reservat a les ambulàncies.,present,,images/aaa8936cfdbd_172-6917.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6917.jpg
36,25,25,6915,Que indica aquest senyal?,El vehicle que ens precedeix te una llargada inferior a 12m.,El vehicle que ens precedeix te una llargada superior a 12m.,Que el vehicle que ens precedeix transporta matèries peribles.,2,El vehicle que ens precedeix te una llargada superior a 12m.,present,,images/75981ab466b2_172-6915.png,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6915.png
36,26,26,6921,Que indica aquest senyal?,Encreuament normal.,Carretera amb preferència de pas.,"Perill, encreuament senyalitzat.",1,Encreuament normal.,present,,images/c8b02f5011de_172-6921.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6921.jpg
36,27,27,6925,Que vol dir aquest senyal?,Velocitat mínima obligatòria de 30 quilòmetres per hora.,Prohibit circular a més de 30 quilòmetres per hora.,Velocitat aconsellable.,1,Velocitat mínima obligatòria de 30 quilòmetres per hora.,present,,images/08d6f1a81ffb_172-6925.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6925.jpg
36,28,28,6923,Que indica aquest senyal?,A la proximitat d'un pas a nivell sense barreres.,Entrada prohibida a vehicles de motor amb remolc.,Circulació prohibida a vehicles amb distància entre eixos superior a 2m.,2,Entrada prohibida a vehicles de motor amb remolc.,present,,images/ba05aa6fb6d7_172-6923.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6923.jpg
36,29,29,6916,Que indica aquest senyal?,Circulació prohibida als vehicles que transportin matèries contaminants de l'aigua.,Circulació prohibida als vehicles que transportin líquids inflamables o explosius.,Circulació prohibida als camions cisterna d'un sol eix.,1,Circulació prohibida als vehicles que transportin matèries contaminants de l'aigua.,present,,images/002e3b5aae22_172-6916.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6916.jpg
36,30,30,6920,Que indica aquest senyal?,Calçada obligatòria per a vianants.,Circulació prohibida per a vianants.,Pas de vianants.,2,Circulació prohibida per a vianants.,present,,images/df046e3aa723_172-6920.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6920.jpg
36,31,31,6927,Aquest senyal indica?,Calçada de dos metres d'amplada.,Prohibició a vehicles amb una distància entre eixos que excedeixi de 2m.,Circulació prohibida a vehicles amb una amplada superior a dos metres.,3,Circulació prohibida a vehicles amb una amplada superior a dos metres.,present,,images/1fc9077e1585_172-6927.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6927.jpg
36,32,32,6935,Que significa aquest senyal?,Calçada en línia recta.,Perill indefinit.,Encreuament amb preferència.,2,Perill indefinit.,present,,images/54dd02f1830f_172-6935.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6935.jpg
36,33,33,6946,Que significa aquest senyal?,Estacionament reservat per a camions i autobusos.,Estacionament prohibit menys de vint minuts.,Estacionament prohibit fins a 20 metres del senyal.,3,Estacionament prohibit fins a 20 metres del senyal.,present,,images/8b88410fdb76_172-6946.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6946.jpg
36,34,34,6929,Aquest senyal:,Prohibeix l'estacionament a camions.,Prohibeix la circulació per als camions.,Indica calçada reservada per a camions que passin de 3500 quilos de pes.,2,Prohibeix la circulació per als camions.,present,,images/4a9e71867c59_172-6929.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6929.jpg
36,35,35,6948,Que ordena aquest agent?,Que he de continuar la marxa.,Que he de parar-me.,Que he de girar a la dreta.,2,Que he de parar-me.,present,,images/823f9ceca16b_172-6948.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6948.jpg
36,36,36,6945,Que significa aquest senyal?,Pas d'un a dos carrils.,Carrils obligatoris per a trànsit lent i reservats per a trànsit ràpid.,Bifurcació a la dreta en una calçada de dos carrils.,2,Carrils obligatoris per a trànsit lent i reservats per a trànsit ràpid.,present,,images/4417151801df_172-6945.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6945.jpg
36,37,37,6936,Que significa aquest senyal?,Pont mòbil en la carretera.,Paviment irregular amb tanca.,Obres en la calçada.,1,Pont mòbil en la carretera.,present,,images/1e667c89a465_172-6936.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6936.jpg
36,38,38,6931,Que indica aquest senyal?,Ascens perillós amb indicació del pendent en tant per cent.,Descens perillós amb indicació del pendent amb tant per cent.,Canvi de rasant.,1,Ascens perillós amb indicació del pendent en tant per cent.,present,,images/34b3a7a30465_172-6931.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6931.jpg
36,39,39,6943,"El panell de forma rectangular de color groc i amb el bordo vermell que duu el vehicle de la fotografia en la seva part mes inferior, que l'hi està indicant?",Que es tracta d'un vehicle que transporta mercaderies perilloses.,Que es un vehicle que te restringida la seva circulació únicament al territori nacional.,Que es tracta d'un vehicle de longitud superior a 12 metres.,3,Que es tracta d'un vehicle de longitud superior a 12 metres.,present,,images/76c48d3617a2_172-6943.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6943.jpg
36,40,40,6926,Aquest senyal indica:,Estacionament prohibit.,Final de prohibició d'estacionament.,Parada prohibida.,3,Parada prohibida.,present,,images/01e0ce68c44f_172-6926.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/172-6926.jpg
37,1,1,6982,Que indica aquest senyal?,Estacionament prohibit.,Zona d'estacionament amb durada limitada.,Parada prohibida.,2,Zona d'estacionament amb durada limitada.,present,,images/5f69371a91e1_173-6982.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6982.jpg
37,2,2,6950,"Si ha detingut el seu vehicle per a complir una ordre de l'agent de la circulació que te el braç estés horitzontalment, sap que pot reprendre la marxa quan l'agent…",Emeti uns tocs de xiulets curts i freqüents.,Baixi el braç i canvii de posició.,"Baixi el braç, canvii o no de posició.",2,Baixi el braç i canvii de posició.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
37,3,3,6988,Aquest senyal és un panell complementari del senyal informatiu d'indicació de…,Itinerari amb prioritat.,Itinerari sense prioritat.,No existeix.,1,Itinerari amb prioritat.,present,,images/08039c684ed9_173-6988.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6988.jpg
37,4,4,6952,"El vehicle que s'observa en la fotogràfia porta un senyal de color taronja amb bordo negre compost de dos rectangles i nombres en el seu interior,significa que el vehicle…",Transporta mercaderies perilloses determinades pels nombres.,Excedeix en pesos i dimensions.,Porta una matricula de l'Unió Europea.,1,Transporta mercaderies perilloses determinades pels nombres.,present,,images/4922a5e04c12_173-6952.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6952.jpg
37,5,5,6975,Que indica aquest senyal?,Que l'estacionament està autoritzat a la dreta i a l'esquerra del senyal.,Que està prohibit el gir a la dreta i a l'esquerra del senyal.,Que l'estacionament està prohibit a dreta i a esquerra del senyal.,3,Que l'estacionament està prohibit a dreta i a esquerra del senyal.,present,,images/39b75a173c1e_173-6975.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6975.jpg
37,6,6,6967,"Un semàfor te la llum en groc fix, que he de fer?",Continuar i passar abans que el semàfor es posi en vermell.,Continuar però extremant les precaucions.,"Detenir-me abans del semàfor com si d'una llum vermella es tractés, llevat que aquesta acció posi en perill la seguretat viària.",3,"Detenir-me abans del semàfor com si d'una llum vermella es tractés, llevat que aquesta acció posi en perill la seguretat viària.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
37,7,7,6978,Que indica aquest senyal?,"Fi de doble sentit de circulació, via lliure.",Direcció obligatòria.,Via ràpida.,2,Direcció obligatòria.,present,,images/0ea5bf35f31a_173-6978.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6978.jpg
37,8,8,6960,Que indica el senyal?,Perill per proximitat d'una sortida a 200 metres.,Aproximació a una sortida a 200 metres.,Aproximació a un pas a nivell sense barreres.,2,Aproximació a una sortida a 200 metres.,present,,images/b297156acdb4_173-6960.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6960.jpg
37,9,9,6964,"En el carril de l'esquerra de la vìa per la qual circula, s'ha encès en el semàfor de carril una aspa vermella, que han de fer els vehicles que circulen per aquest carril?",Abandonar el carril en el temps més breu possible.,Canviar-se de carril abans d'arribar a l'altura del semàfor.,Detenir-se perque per aquest carril no es pot circular.,1,Abandonar el carril en el temps més breu possible.,present,,images/c76499beea78_173-6964.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6964.jpg
37,10,10,6963,El senyal circular que s'observa a la dreta de la fotografia l'hi indica que…,"No ha d'entrar si al travessar-lo, obliga a altres vehicles que circulin en sentit contrari a detenir-se.",Te preferència en el tram estret que senyalitza sobre els altres vehicles que vinguin en sentit contrari.,Accés prohibit si el seu vehicle te una amplada superior a la indicada en el senyal.,3,Accés prohibit si el seu vehicle te una amplada superior a la indicada en el senyal.,present,,images/9e757a077569_173-6963.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6963.jpg
37,11,11,6983,Que significa aquest senyal?,Estacionament prohibit.,Zona d'estacionament amb durada limitada.,Parada prohibida.,3,Parada prohibida.,present,,images/94f91dee4989_173-6983.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6983.jpg
37,12,12,6972,"El senyal rectangular situat a banda i banda de la calçada, que l'hi indica?",El final d'un tram en el qual és obligatori l'enllumenat d'encreuament i recorda la possibilitat de prescindir del mateix si les circumstàncies ho permeten.,L'obligació de circular amb l'enllumenat d'encreuament encès.,La recomanació de circular amb l'enllumenat d'encreuament encès.,1,El final d'un tram en el qual és obligatori l'enllumenat d'encreuament i recorda la possibilitat de prescindir del mateix si les circumstàncies ho permeten.,present,,images/bd5f8f64f49a_173-6972.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6972.jpg
37,13,13,6985,Que significa aquest senyal?,Hores del dia en que està autoritzat l'estacionament.,Dies del mes en que es prohibit l'estacionament.,Hores del dia en que està prohibit l'estacionament.,3,Hores del dia en que està prohibit l'estacionament.,present,,images/67e7e9bf45e0_173-6985.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6985.jpg
37,14,14,6986,Al trobar aquest abalisament sabem que…,Hi ha una bifurcació de la calçada a la dreta del mateix.,Que podem estacionar darrera d'ell.,Indica la posició d'un aparell de control de velocitat per radar.,1,Hi ha una bifurcació de la calçada a la dreta del mateix.,present,,images/504d7065ed73_173-6986.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6986.jpg
37,15,15,6968,El senyal que s'observa en la fotografia prohibeix…,Està prohibit canviar de direcció a l'esquerra i el sentit de la marxa.,"Canviar de direcció a l'esquerra, únicament.","Canviar el sentit de la marxa,únicament.",3,"Canviar el sentit de la marxa,únicament.",present,,images/142d8b1e330a_173-6968.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6968.jpg
37,16,16,6953,"Quan es prepara per a avançar el camió cisterna que s'observa en la fotografia d'acord amb els senyals que el mateix porta, he de tenir en compte que es un vehicle que…",Te un pes màxim autoritzat superior a 3500 quilògrams.,"Te una amplada superior a 2,50 metres.",Te una llargada superior a 12 metres.,3,Te una llargada superior a 12 metres.,present,,images/238af582adc7_173-6953.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6953.jpg
37,17,17,6965,"En un pas de vianants senyalitzat amb la marca vial corresponent, que no està regulat per cap agent ni semàfor, tenen els vianants preferència de pas?","Si, però el pas de vianants ha d'anar acompanyat del senyal vertical de ""Situació de Pas per a Vianants"".","Si, però només han de penetrar-hi quan la distància i la velocitat dels vehicles que s'aproximen permeten fer-ho amb seguretat.","No, si en el pas de vianants no hi ha agent o el semàfor que estableixin la preferència.",2,"Si, però només han de penetrar-hi quan la distància i la velocitat dels vehicles que s'aproximen permeten fer-ho amb seguretat.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
37,18,18,6984,Que significa aquest senyal?,Fi de velocitat màxima aconsellable.,Velocitat màxima aconsellable.,Fi de velocitat mínima obligatòria.,3,Fi de velocitat mínima obligatòria.,present,,images/327b6e4e2cb4_173-6984.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6984.jpg
37,19,19,6955,Aquest panell es adicional del senyal…,Revolts perillosos.,Calçada amb prioritat.,Cediu el pas.,2,Calçada amb prioritat.,present,,images/59d8c226e8be_173-6955.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6955.jpg
37,20,20,6956,Que indica el senyal circular de color blau que s'observa a la fotografia?,Obligació de circular amb l'enllumenat de llarg abast si el tùnel no està il.luminat.,Obligació de circular amb l'enllumenat de curt abast amb independència de les condicions de visibilitat i il.luminació.,Obligació d'utilitzar les llums corresponents dintre del túnel.,2,Obligació de circular amb l'enllumenat de curt abast amb independència de les condicions de visibilitat i il.luminació.,present,,images/fd37bd3487e1_173-6956.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6956.jpg
37,21,21,6979,Que indica aquest senyal?,Carrils reservats per a trànsit lent i obligatori per trànsit ràpid.,Carrils obligatoris per a trànsit lent i reservat per trànsit ràpid.,Bifurcació a l'esquerra en dos carrils.,2,Carrils obligatoris per a trànsit lent i reservat per trànsit ràpid.,present,,images/a874be71add0_173-6979.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/173-6979.jpg
